vessel_ref_id,name,imo_number,mmsi,flag,owner,operator,vessel_type,loa_m,beam_m,draft_m,gross_tonnage,deadweight_tonnage,engine_power_kw,vessel_age_years,build_year,destination_port,current_port,current_lifecycle_stage,current_lat,current_lon,current_speed_knots,current_heading
VSL-0454,ONE Emerald,2909042,432376604,Japan,Ocean Network Express,Ocean Network Express,General Cargo,150.1,24.2,6.32,39865,55167,8062,2.5,2022,PORT_F,PORT_F,At Sea,27.5697,31.2008,13.1,175
VSL-0455,ONE Jade,6213128,431293110,Japan,Ocean Network Express,Ocean Network Express,Container,256.2,35.4,11.57,39290,46426,35518,0.7,2024,PORT_F,PORT_B,At Sea,28.7589,29.7632,17.0,235
VSL-0456,MSC Apex,3016581,352737927,Panama,Mediterranean Shipping Company,Mediterranean Shipping Company,General Cargo,113.1,18.1,8.32,26439,38129,3842,1.2,2024,PORT_A,PORT_H,At Sea,5.1363,104.0027,13.3,73
VSL-0457,COSCO Shipping Phoenix,9496848,477645380,Hong Kong,China COSCO Shipping Corporation,China COSCO Shipping Corporation,LNG Carrier,304.7,52.6,10.38,78680,40953,80466,1.7,2023,PORT_E,PORT_E,At Sea,38.7363,36.3209,19.5,32
VSL-0458,NYK Jacques Saadé,5959191,432575757,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Tanker,313.5,54.3,9.66,87519,143157,34354,9.0,2016,PORT_H,PORT_F,At Sea,21.2543,31.7246,13.8,353
VSL-0459,Yang Ming Star,6602563,416650622,Taiwan,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,Bulk Carrier,219.7,35.3,10.77,93492,154166,43859,28.7,1996,PORT_C,PORT_D,At Sea,35.653,25.5009,13.7,76
VSL-0460,OOCL Rotterdam,6627056,308157942,Bahamas,Orient Overseas Container Line,Orient Overseas Container Line,Bulk Carrier,179.7,28.3,10.98,28456,41919,43191,15.4,2010,PORT_H,PORT_D,At Sea,44.083,24.1416,13.3,322
VSL-0461,CMA CGM Pathfinder,1075636,538535748,Marshall Islands,CMA CGM Group,CMA CGM Group,Bulk Carrier,242.8,38.7,11.67,65924,105264,31185,3.3,2022,PORT_F,PORT_D,At Sea,48.7003,21.2684,14.5,323
VSL-0462,MOL Star,1877943,351763425,Panama,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Tanker,314.9,52.8,16.79,74063,129840,51599,2.3,2023,PORT_A,PORT_H,At Sea,-1.7037,100.5362,13.1,247
VSL-0463,OOCL Voyager,7388437,309044324,Bahamas,Orient Overseas Container Line,Orient Overseas Container Line,Tanker,293.2,47.4,19.52,62592,108411,29137,17.2,2008,PORT_G,PORT_B,At Sea,32.1776,26.6882,15.1,75
VSL-0464,OOCL Eagle,2925010,308587525,Bahamas,Orient Overseas Container Line,Orient Overseas Container Line,Tanker,224.9,37.3,10.73,58860,92423,29133,22.1,2003,PORT_G,PORT_A,At Sea,26.1745,23.3283,12.6,17
VSL-0465,Maersk Spirit,1823150,220516517,Denmark,A.P. Moller-Maersk,A.P. Moller-Maersk,General Cargo,112.4,17.7,8.78,6378,8606,10675,10.3,2015,PORT_A,PORT_G,At Sea,18.3264,60.1781,13.2,79
VSL-0466,MSC Horizon,7003324,357285566,Panama,Mediterranean Shipping Company,Mediterranean Shipping Company,Tanker,175.2,28.4,11.28,32633,50024,49324,16.2,2009,PORT_E,PORT_H,At Sea,0.7989,101.6695,13.2,102
VSL-0467,ZIM Istanbul,4858625,538945354,Marshall Islands,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,General Cargo,100.9,15.3,7.91,5250,7539,13527,7.0,2018,PORT_E,PORT_H,At Sea,-0.5323,102.4662,13.0,333
VSL-0468,PIL Britannia,9438042,563325376,Singapore,Pacific International Lines,Pacific International Lines,General Cargo,157.0,25.2,6.02,8944,11506,8811,0.9,2024,PORT_H,PORT_G,At Sea,29.0804,61.9681,11.7,146
VSL-0469,MSC Endurance,6921050,636365146,Liberia,Mediterranean Shipping Company,Mediterranean Shipping Company,Car Carrier,173.4,25.0,9.88,14951,6244,12681,0.5,2024,PORT_E,PORT_A,At Sea,27.6711,40.323,17.1,134
VSL-0470,MSC Voyager,3798440,351971231,Panama,Mediterranean Shipping Company,Mediterranean Shipping Company,Tanker,318.5,55.5,19.82,102140,176425,20414,8.1,2017,PORT_G,PORT_A,At Sea,29.0386,30.8961,13.2,6
VSL-0471,Ever Odyssey,7009689,356730451,Panama,Evergreen Marine Corporation,Evergreen Marine Corporation,Tanker,167.5,27.9,9.69,88797,153593,27637,2.6,2022,PORT_H,PORT_H,At Sea,-3.9174,109.1721,14.1,190
VSL-0472,CMA CGM Antwerp,8656192,538255778,Marshall Islands,CMA CGM Group,CMA CGM Group,RoRo,164.9,23.9,7.28,31654,18757,16954,6.9,2018,PORT_C,PORT_C,Approaching,43.6523,10.0686,10.8,74
VSL-0473,Maersk Antwerp,1880811,563482357,Singapore,A.P. Moller-Maersk,A.P. Moller-Maersk,General Cargo,134.0,21.3,9.16,10579,13609,14981,1.2,2024,PORT_F,PORT_G,At Sea,28.0626,48.5047,11.6,112
VSL-0474,NYK Istanbul,7214363,432381300,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Tanker,287.5,46.3,16.57,108891,185245,25161,8.3,2017,PORT_B,PORT_D,At Sea,38.5689,19.8345,14.4,60
VSL-0475,MSC Unity,6816994,637706071,Liberia,Mediterranean Shipping Company,Mediterranean Shipping Company,Bulk Carrier,203.6,31.9,10.42,74314,113869,22008,3.9,2021,PORT_B,PORT_B,At Sea,33.4211,28.4055,14.2,323
VSL-0476,OOCL Zenith,2290879,477749680,Hong Kong,Orient Overseas Container Line,Orient Overseas Container Line,Feeder,91.8,14.3,6.25,5137,6438,7888,0.5,2024,PORT_B,PORT_H,At Sea,-2.2785,104.9668,12.2,307
VSL-0477,COSCO Shipping Premier,3711222,477990775,Hong Kong,China COSCO Shipping Corporation,China COSCO Shipping Corporation,Bulk Carrier,166.5,25.5,8.93,86176,139466,17964,5.3,2020,PORT_G,PORT_A,At Sea,38.4709,24.4744,13.6,188
VSL-0478,Yang Ming Meridian,2102199,416378584,Taiwan,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,General Cargo,90.6,13.3,7.37,14761,19171,11359,4.4,2021,PORT_C,PORT_G,At Sea,28.0705,55.8408,13.1,359
VSL-0479,ONE Liberty,3377739,563268812,Singapore,Ocean Network Express,Ocean Network Express,Bulk Carrier,205.8,33.3,11.06,16034,24071,30982,2.5,2022,PORT_C,PORT_B,At Sea,38.0232,31.8688,14.7,37
VSL-0480,Hapag-Lloyd Glory,5679325,218986239,Germany,Hapag-Lloyd AG,Hapag-Lloyd AG,Tanker,202.0,32.9,17.29,95258,146102,31277,2.0,2023,PORT_H,PORT_B,At Sea,37.4684,33.5213,14.3,74
VSL-0481,Ever Falcon,6989997,538751758,Marshall Islands,Evergreen Marine Corporation,Evergreen Marine Corporation,Car Carrier,123.2,18.4,8.55,22671,10751,26254,34.5,1990,PORT_B,PORT_E,At Sea,37.5618,29.2171,16.1,147
VSL-0482,ZIM Emerald,3798218,538339527,Marshall Islands,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,General Cargo,102.8,16.6,9.63,16345,20978,6591,1.7,2023,PORT_G,PORT_H,At Sea,9.6476,100.0754,12.1,130
VSL-0483,Ever Jade,3406798,538766512,Marshall Islands,Evergreen Marine Corporation,Evergreen Marine Corporation,General Cargo,105.3,15.7,9.83,33459,48307,17758,0.5,2024,PORT_F,PORT_A,At Sea,33.3791,30.9501,13.2,55
VSL-0484,ONE Pacific,4633398,564853208,Singapore,Ocean Network Express,Ocean Network Express,Tanker,205.6,35.6,17.62,103168,172040,45902,1.8,2023,PORT_D,PORT_C,At Sea,48.9825,-0.0275,14.3,82
VSL-0485,Maersk Istanbul,4699677,219311677,Denmark,A.P. Moller-Maersk,A.P. Moller-Maersk,Container,342.9,49.3,15.87,46972,51606,45340,0.8,2024,PORT_G,PORT_G,At Sea,25.2207,52.8397,19.3,105
VSL-0486,ONE Star,9626338,432564343,Japan,Ocean Network Express,Ocean Network Express,Cruise,278.6,37.6,9.37,113350,35845,49493,5.5,2020,PORT_H,PORT_A,At Sea,23.0272,26.4859,20.6,11
VSL-0487,CMA CGM Vanguard,3650313,226980418,France,CMA CGM Group,CMA CGM Group,Bulk Carrier,201.8,31.2,10.29,56731,84485,38967,19.2,2006,PORT_H,PORT_H,Berthed,1.283,103.8428,0.0,223
VSL-0488,ZIM Falcon,2303913,538142817,Marshall Islands,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,Bulk Carrier,287.4,44.5,9.37,41485,59694,30820,2.1,2023,PORT_F,PORT_C,At Sea,47.6215,7.4714,13.6,125
VSL-0489,CMA CGM Horizon,2239590,538737213,Marshall Islands,CMA CGM Group,CMA CGM Group,Car Carrier,146.0,23.0,8.34,22348,9886,30332,5.6,2019,PORT_A,PORT_B,At Sea,39.0318,41.217,16.5,250
VSL-0490,MOL Unity,2872031,351954196,Panama,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,General Cargo,119.5,19.2,7.71,19136,25230,10875,26.2,1999,PORT_E,PORT_F,At Sea,19.2585,39.3596,13.4,8
VSL-0491,Hapag-Lloyd Eagle,5372604,229214505,Malta,Hapag-Lloyd AG,Hapag-Lloyd AG,Container,350.5,46.9,14.5,64994,78256,50340,11.4,2014,PORT_G,PORT_G,At Sea,24.2517,57.7359,18.2,20
VSL-0492,MSC Jade,8507652,357975954,Panama,Mediterranean Shipping Company,Mediterranean Shipping Company,Feeder,120.8,18.5,5.44,6582,8520,2354,20.4,2005,PORT_B,PORT_H,At Sea,-7.4681,107.7444,10.2,263
VSL-0493,Yang Ming Rotterdam,2231964,353630040,Panama,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,Container,351.4,50.9,14.37,76635,86409,25229,27.6,1997,PORT_D,PORT_D,Berthed,37.9384,23.6339,0.0,77
VSL-0494,MOL Pioneer,7271177,432957498,Japan,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Bulk Carrier,235.2,36.2,13.94,32902,52852,49641,1.4,2024,PORT_F,PORT_F,At Sea,17.8995,32.8619,14.6,349
VSL-0495,Hapag-Lloyd Horizon,4128331,229721885,Malta,Hapag-Lloyd AG,Hapag-Lloyd AG,Bulk Carrier,239.1,37.9,13.38,34226,53125,10889,5.3,2020,PORT_G,PORT_G,At Sea,22.6831,62.364,12.7,124
VSL-0496,Yang Ming Glory,5143778,354936634,Panama,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,Container,285.9,39.5,15.57,26632,32171,37069,17.6,2007,PORT_C,PORT_F,At Sea,19.8164,42.3582,17.2,42
VSL-0497,MSC Falcon,2245599,351245109,Panama,Mediterranean Shipping Company,Mediterranean Shipping Company,Container,342.2,48.9,10.9,62854,74565,65035,21.8,2003,PORT_A,PORT_A,At Sea,34.8256,39.4692,17.6,87
VSL-0498,CMA CGM Pioneer,9428176,538406527,Marshall Islands,CMA CGM Group,CMA CGM Group,Cruise,331.9,42.4,8.47,77426,23647,48114,14.5,2010,PORT_F,PORT_E,At Sea,28.6123,27.8038,19.1,120
VSL-0499,Maersk Crown,2145593,219766189,Denmark,A.P. Moller-Maersk,A.P. Moller-Maersk,Car Carrier,187.8,27.1,9.33,20000,8365,21532,9.7,2015,PORT_D,PORT_H,At Sea,-4.3401,110.3004,17.8,200
VSL-0500,CMA CGM Unity,1752026,538897432,Marshall Islands,CMA CGM Group,CMA CGM Group,Container,194.5,27.0,10.19,105306,124170,34104,1.7,2023,PORT_A,PORT_F,At Sea,24.3176,30.5161,17.9,247
VSL-0501,OOCL Odyssey,8798483,308450691,Bahamas,Orient Overseas Container Line,Orient Overseas Container Line,Car Carrier,197.5,30.7,8.4,17616,7640,27008,15.6,2009,PORT_G,PORT_H,At Sea,-7.3494,96.8155,16.6,118
VSL-0502,OOCL Unity,4083036,309360601,Bahamas,Orient Overseas Container Line,Orient Overseas Container Line,Feeder,118.4,19.4,4.67,5441,6705,7240,15.3,2010,PORT_E,PORT_G,At Sea,26.4765,53.4695,11.4,156
VSL-0503,Hapag-Lloyd Emerald,2830617,248370124,Malta,Hapag-Lloyd AG,Hapag-Lloyd AG,RoRo,179.6,27.2,7.99,29466,17127,19749,6.4,2019,PORT_E,PORT_E,At Sea,35.082,29.1205,14.1,104
VSL-0504,MSC Liberty,4217510,355878179,Panama,Mediterranean Shipping Company,Mediterranean Shipping Company,RoRo,143.4,21.4,9.06,18684,9579,29953,9.4,2016,PORT_B,PORT_F,At Sea,15.5151,47.0612,15.2,128
VSL-0505,COSCO Shipping Falcon,7566182,477239791,Hong Kong,China COSCO Shipping Corporation,China COSCO Shipping Corporation,RoRo,209.3,29.7,8.48,43868,23518,24862,35.0,1990,PORT_D,PORT_D,Cargo Operations,37.9467,23.6487,0.0,253
VSL-0506,ONE Hamburg,6057122,563988192,Singapore,Ocean Network Express,Ocean Network Express,Tanker,237.8,38.4,12.54,51936,86667,55498,0.5,2024,PORT_F,PORT_B,At Sea,39.3383,33.9719,14.4,326
VSL-0507,CMA CGM Edmonton,6245614,538174460,Marshall Islands,CMA CGM Group,CMA CGM Group,Bulk Carrier,196.8,31.1,12.93,39943,66509,44346,0.5,2024,PORT_E,PORT_F,At Sea,24.6983,41.3041,14.8,306
VSL-0508,MOL Endeavor,9448815,432841604,Japan,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,LNG Carrier,284.4,45.9,10.19,88493,42210,63351,17.5,2008,PORT_G,PORT_G,Waiting,24.9693,55.0433,0.0,26
VSL-0509,Maersk Unity,9831529,219910732,Denmark,A.P. Moller-Maersk,A.P. Moller-Maersk,Container,200.7,28.7,15.67,20400,23107,64787,0.5,2024,PORT_D,PORT_G,At Sea,22.9785,54.7647,18.9,139
VSL-0510,Ever Harmony,9164976,351169342,Panama,Evergreen Marine Corporation,Evergreen Marine Corporation,Tanker,284.1,47.9,18.26,63324,102620,25706,4.5,2020,PORT_B,PORT_D,At Sea,41.159,24.4709,15.5,36
VSL-0511,MSC Zenith,5372214,357556684,Panama,Mediterranean Shipping Company,Mediterranean Shipping Company,General Cargo,93.3,14.7,6.09,38578,54830,11618,8.4,2017,PORT_D,PORT_C,At Sea,41.9538,12.1725,12.7,340
VSL-0512,MOL Savannah,7843619,432244260,Japan,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,LNG Carrier,312.9,51.8,10.98,136440,64494,67498,2.3,2023,PORT_B,PORT_H,At Sea,-2.0881,99.5371,17.5,141
VSL-0513,Hapag-Lloyd Vanguard,1458412,218846019,Germany,Hapag-Lloyd AG,Hapag-Lloyd AG,LNG Carrier,341.5,58.5,10.54,103624,53016,67525,1.1,2024,PORT_B,PORT_B,Berthed,31.2548,32.2957,0.0,125
VSL-0514,ZIM Zenith,7732145,538493699,Marshall Islands,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,RoRo,180.2,25.7,8.22,30702,16878,25577,6.0,2019,PORT_B,PORT_G,At Sea,27.2354,61.3993,16.3,125
VSL-0515,ZIM Crown,3335107,428096149,Israel,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,Bulk Carrier,278.7,44.6,10.14,79508,124468,31299,5.4,2020,PORT_D,PORT_D,Approaching,38.3056,23.4496,8.2,128
VSL-0516,COSCO Shipping Santos,5118931,477065578,Hong Kong,China COSCO Shipping Corporation,China COSCO Shipping Corporation,Car Carrier,163.0,24.8,9.26,40914,18875,11104,9.3,2016,PORT_A,PORT_B,At Sea,20.6311,27.1587,16.4,341
VSL-0517,ONE Britannia,6212760,563250826,Singapore,Ocean Network Express,Ocean Network Express,Bulk Carrier,175.8,27.5,8.94,77685,113334,39297,1.7,2023,PORT_C,PORT_D,At Sea,35.5879,25.03,12.5,85
VSL-0518,ONE Crown,9893761,431974549,Japan,Ocean Network Express,Ocean Network Express,Bulk Carrier,228.0,38.2,11.33,72557,119969,47998,21.5,2004,PORT_A,PORT_D,At Sea,33.6421,27.9096,14.0,274
VSL-0519,Maersk Emerald,6920824,563230898,Singapore,A.P. Moller-Maersk,A.P. Moller-Maersk,Tanker,175.5,29.9,15.4,91287,151432,20705,0.5,2024,PORT_D,PORT_D,Approaching,38.7593,24.1146,8.2,133
VSL-0520,NYK Britannia,5724508,431000015,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Bulk Carrier,170.4,28.3,9.07,51356,76042,44009,1.8,2023,PORT_B,PORT_B,At Sea,22.4451,33.3697,13.9,50
VSL-0521,Hapag-Lloyd Jacques Saadé,8444214,211998747,Germany,Hapag-Lloyd AG,Hapag-Lloyd AG,Tanker,312.0,49.5,16.12,23266,36238,43388,27.7,1997,PORT_B,PORT_C,At Sea,44.7219,5.1857,11.4,160
VSL-0522,ONE Endeavor,8482668,563362483,Singapore,Ocean Network Express,Ocean Network Express,Bulk Carrier,156.1,24.6,10.61,17231,25621,33968,0.5,2024,PORT_F,PORT_F,Departing,21.4932,39.1773,0.0,87
VSL-0523,MSC Yokohama,2104018,357648188,Panama,Mediterranean Shipping Company,Mediterranean Shipping Company,Car Carrier,150.0,22.1,8.08,39142,17361,25625,0.5,2024,PORT_E,PORT_E,At Sea,22.7768,23.4222,17.0,280
VSL-0524,NYK Endurance,4203624,432863144,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Feeder,94.9,15.1,6.79,8703,9715,3646,11.5,2014,PORT_A,PORT_G,At Sea,29.8956,54.5116,10.9,191
VSL-0525,NYK Glory,7646449,431315388,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,RoRo,204.0,29.5,6.17,22921,12976,13039,9.0,2016,PORT_E,PORT_F,At Sea,27.6429,46.0935,16.3,312
VSL-0526,ONE Odyssey,9516325,563119787,Singapore,Ocean Network Express,Ocean Network Express,LNG Carrier,255.8,44.1,11.38,72627,34796,77473,0.5,2024,PORT_B,PORT_A,At Sea,33.7586,37.5679,17.8,101
VSL-0527,Maersk Busan,5617860,563023009,Singapore,A.P. Moller-Maersk,A.P. Moller-Maersk,Tanker,182.9,29.1,16.08,109948,169131,16764,4.2,2021,PORT_G,PORT_B,At Sea,35.1813,25.9098,13.1,268
VSL-0528,OOCL Pioneer,8941846,477368750,Hong Kong,Orient Overseas Container Line,Orient Overseas Container Line,Feeder,77.1,12.0,5.13,8139,10515,5919,2.5,2022,PORT_G,PORT_D,At Sea,37.3132,19.9874,13.2,258
VSL-0529,MOL Premier,7666085,431126003,Japan,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Container,232.8,30.8,11.65,53769,64268,25683,2.4,2023,PORT_A,PORT_A,Approaching,31.468,30.8046,10.6,199
VSL-0530,COSCO Shipping Triumph,3455062,412691776,China,China COSCO Shipping Corporation,China COSCO Shipping Corporation,Bulk Carrier,241.1,37.2,12.91,79832,132457,25451,9.2,2016,PORT_C,PORT_D,At Sea,43.7341,13.3155,13.1,59
VSL-0531,NYK Amber,6033592,431015709,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Container,377.2,51.3,10.03,72780,83387,43476,1.7,2023,PORT_F,PORT_B,At Sea,29.0244,42.0806,20.4,93
VSL-0532,MOL Pacific,4899710,355428596,Panama,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Feeder,110.0,17.6,5.36,5318,6456,6651,4.1,2021,PORT_D,PORT_C,At Sea,48.6423,12.1262,13.0,158
VSL-0533,COSCO Shipping Discovery,6698067,412872617,China,China COSCO Shipping Corporation,China COSCO Shipping Corporation,Tanker,294.7,50.8,18.43,105702,182977,55074,0.9,2024,PORT_A,PORT_H,At Sea,2.0849,107.5037,14.1,287
VSL-0534,NYK Neptune,5082699,432826418,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Feeder,110.7,17.3,5.56,4865,5599,5691,7.4,2018,PORT_G,PORT_F,At Sea,26.9352,41.8605,11.9,246
VSL-0535,MOL Voyager,3468239,355484002,Panama,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Car Carrier,127.9,19.0,9.66,45526,19952,29162,13.2,2012,PORT_D,PORT_A,At Sea,32.4369,28.2663,16.5,222
VSL-0536,Maersk Felicity,9500168,219941491,Denmark,A.P. Moller-Maersk,A.P. Moller-Maersk,General Cargo,170.7,26.0,6.95,39945,51355,4751,31.2,1994,PORT_F,PORT_F,Approaching,21.1844,39.3799,8.1,100
VSL-0537,Yang Ming Crown,9462079,352662925,Panama,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,LNG Carrier,340.2,57.5,11.28,113888,54850,52011,3.7,2021,PORT_B,PORT_H,At Sea,5.5414,95.635,20.2,196
VSL-0538,Ever Pioneer,3373123,353523561,Panama,Evergreen Marine Corporation,Evergreen Marine Corporation,Feeder,128.7,19.5,5.7,14122,18130,1467,12.0,2013,PORT_B,PORT_H,At Sea,2.5232,102.1423,12.1,52
VSL-0539,ONE Constellation,3371840,432490295,Japan,Ocean Network Express,Ocean Network Express,Container,215.9,31.4,12.28,41887,46765,42251,14.0,2011,PORT_G,PORT_E,At Sea,36.9713,31.3543,17.2,48
VSL-0540,Maersk Pearl,1348629,220797363,Denmark,A.P. Moller-Maersk,A.P. Moller-Maersk,Tanker,208.4,34.4,9.58,59559,98810,45692,14.3,2011,PORT_D,PORT_D,Approaching,38.7214,22.5367,8.7,163
VSL-0541,PIL Apex,1770676,563682050,Singapore,Pacific International Lines,Pacific International Lines,Bulk Carrier,200.8,33.0,11.43,53219,83078,39551,5.4,2020,PORT_C,PORT_B,At Sea,35.3533,39.851,15.2,114
VSL-0542,Hapag-Lloyd Neptune,1821920,218967908,Germany,Hapag-Lloyd AG,Hapag-Lloyd AG,General Cargo,112.8,16.5,5.8,39725,52213,13181,8.6,2016,PORT_E,PORT_D,At Sea,33.06,19.6562,12.4,8
VSL-0543,NYK Pacific,1457884,432071523,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Feeder,68.9,11.1,6.76,13061,14996,6588,24.2,2001,PORT_G,PORT_G,Anchored,25.0048,55.0578,0.0,276
VSL-0544,OOCL Sapphire,6829965,311722589,Bahamas,Orient Overseas Container Line,Orient Overseas Container Line,RoRo,178.8,27.5,6.1,30776,15745,14047,12.1,2013,PORT_A,PORT_F,At Sea,30.3056,39.2163,16.9,329
VSL-0545,Yang Ming Neptune,6124822,416442867,Taiwan,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,Container,317.5,45.8,11.42,25187,28318,34927,0.5,2024,PORT_D,PORT_C,At Sea,46.6135,3.8578,17.6,324
VSL-0546,Maersk Premier,2415285,564725629,Singapore,A.P. Moller-Maersk,A.P. Moller-Maersk,Feeder,107.8,16.6,6.22,13007,16709,6526,14.2,2011,PORT_D,PORT_D,At Sea,33.7091,20.2313,12.9,351
VSL-0547,MSC Pacific,7443031,637918911,Liberia,Mediterranean Shipping Company,Mediterranean Shipping Company,Bulk Carrier,183.5,29.2,13.95,57880,96197,32397,4.0,2021,PORT_H,PORT_H,Waiting,1.2565,103.8199,0.0,170
VSL-0548,ONE Antwerp,3132593,563678136,Singapore,Ocean Network Express,Ocean Network Express,General Cargo,106.9,16.2,5.19,34349,46027,6152,2.9,2022,PORT_F,PORT_A,At Sea,29.6322,28.4334,13.5,329
VSL-0549,ZIM Amber,6225860,538059867,Marshall Islands,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,Car Carrier,142.7,21.4,9.54,15311,6922,29408,1.6,2023,PORT_E,PORT_E,At Sea,36.8344,40.6611,16.8,172
VSL-0550,OOCL Discovery,8249119,477502000,Hong Kong,Orient Overseas Container Line,Orient Overseas Container Line,Tanker,327.1,54.1,18.82,43724,70571,43447,10.6,2014,PORT_E,PORT_F,At Sea,14.3029,34.848,14.0,121
VSL-0551,ONE Falcon,8368214,432448896,Japan,Ocean Network Express,Ocean Network Express,Container,373.0,49.6,15.3,102707,108769,60366,16.2,2009,PORT_H,PORT_C,At Sea,48.5342,3.2791,17.2,113
VSL-0552,NYK Phoenix,4318326,431231239,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Bulk Carrier,284.8,47.1,12.73,76145,111033,21706,4.3,2021,PORT_A,PORT_E,At Sea,37.6512,35.5346,13.7,266
VSL-0553,Hapag-Lloyd Star,5291874,218831608,Germany,Hapag-Lloyd AG,Hapag-Lloyd AG,Container,237.7,31.9,10.96,91754,105039,44232,0.5,2024,PORT_H,PORT_H,Approaching,0.4028,102.7,9.8,89
VSL-0554,MSC Victory,2299930,356621659,Panama,Mediterranean Shipping Company,Mediterranean Shipping Company,Container,331.2,46.7,11.19,98721,122005,56958,20.8,2004,PORT_E,PORT_D,At Sea,42.5981,29.5581,18.1,186
VSL-0555,COSCO Shipping Glory,4497914,477799702,Hong Kong,China COSCO Shipping Corporation,China COSCO Shipping Corporation,RoRo,129.3,18.6,8.31,41097,22306,12470,6.5,2018,PORT_H,PORT_B,At Sea,29.4935,35.4608,15.3,341
VSL-0556,Hapag-Lloyd Rotterdam,8320042,218978889,Germany,Hapag-Lloyd AG,Hapag-Lloyd AG,Cruise,275.0,38.1,8.58,109678,31992,40063,5.4,2020,PORT_D,PORT_F,At Sea,16.0727,45.9537,20.9,31
VSL-0557,Hapag-Lloyd Hamburg,9951719,218239102,Germany,Hapag-Lloyd AG,Hapag-Lloyd AG,Car Carrier,193.8,30.8,9.58,42917,18498,11010,0.5,2024,PORT_C,PORT_F,At Sea,28.7122,43.9225,18.2,101
VSL-0558,Maersk Legacy,1767203,219911166,Denmark,A.P. Moller-Maersk,A.P. Moller-Maersk,Tanker,271.1,42.9,17.08,35742,58178,42543,1.7,2023,PORT_C,PORT_A,At Sea,30.6317,26.7611,12.4,338
VSL-0559,Hapag-Lloyd Premier,8027482,211242114,Germany,Hapag-Lloyd AG,Hapag-Lloyd AG,RoRo,163.5,23.4,7.75,17200,9148,28360,11.0,2014,PORT_G,PORT_C,At Sea,51.553,0.2784,16.2,295
VSL-0560,NYK Hamburg,3995294,432013712,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,General Cargo,178.2,27.7,5.75,15034,20947,4932,14.7,2010,PORT_G,PORT_F,At Sea,14.2244,37.332,11.3,66
VSL-0561,MSC Phoenix,7166906,354322481,Panama,Mediterranean Shipping Company,Mediterranean Shipping Company,Container,185.9,27.1,15.65,108810,133744,59369,0.5,2024,PORT_E,PORT_C,At Sea,40.2956,-0.4882,19.1,328
VSL-0562,MOL Britannia,5649150,354955462,Panama,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Container,334.3,45.8,15.2,23238,28456,24815,0.5,2024,PORT_E,PORT_E,Berthed,29.9696,32.5421,0.0,128
VSL-0563,MOL Zenith,1764172,431680808,Japan,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Tanker,160.5,25.7,9.49,23464,36902,20332,12.2,2013,PORT_F,PORT_H,At Sea,-1.2767,102.1583,14.0,175
VSL-0564,Yang Ming Endurance,6213001,416258857,Taiwan,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,RoRo,155.6,22.8,6.78,9570,5035,17965,2.3,2023,PORT_G,PORT_E,At Sea,31.9307,39.2299,15.6,287
VSL-0565,Hapag-Lloyd Antwerp,1591836,211700046,Germany,Hapag-Lloyd AG,Hapag-Lloyd AG,Container,223.8,32.1,14.03,107216,131573,31617,4.1,2021,PORT_B,PORT_E,At Sea,21.8273,24.2171,18.2,59
VSL-0566,OOCL Istanbul,3152048,311980949,Bahamas,Orient Overseas Container Line,Orient Overseas Container Line,Container,309.5,43.7,14.0,32432,37807,34111,0.5,2024,PORT_G,PORT_H,At Sea,-3.7246,97.125,18.0,101
